AGS,Name,2020,2019,2018,AGS2
09675142,Kleinlangheim.M,45,44.5,43.8,9675142
09675144,Mainbernheim.St,46.3,46.6,46.4,9675144
09675146,Mainstockheim,45.5,45.2,45.2,9675146
09675147,Marktbreit.St,45.3,45.6,45.4,9675147
09675148,MarktEinersheim.M,44.1,44,43.4,9675148
09675149,Marktsteft.St,42.7,42.4,42.3,9675149
09675150,Martinsheim,46.3,46.5,45.4,9675150
09675155,Nordheima.Main,43.5,43.5,43.8,9675155
09675156,Obernbreit.M,46.3,46.5,46.4,9675156
09675158,Prichsenstadt.St,44.7,44.6,44.3,9675158
09675161,Rödelsee,43.8,44,44.1,9675161
09675162,Rüdenhausen.M,45.7,45.3,44.5,9675162
09675165,Schwarzacha.Main.M,44.4,44.3,44,9675165
09675166,Segnitz,44.9,44.5,44.5,9675166
09675167,Seinsheim.M,44.9,44.6,44.4,9675167
09675169,Sommerach,43.7,44.3,44.1,9675169
09675170,Sulzfelda.Main,46.9,46.3,45.9,9675170
09675174,Volkach.St,46.3,46,46,9675174
09675177,Wiesenbronn,43.5,43.1,42.4,9675177
09675178,Wiesentheid.M,44.2,44.1,44,9675178
09675179,Willanzheim.M,43.8,44,43.6,9675179
09676111,Altenbuch,44.2,43.9,44,9676111
09676112,Amorbach.St,47,46.8,46.6,9676112
09676116,Bürgstadt.M,46.1,45.9,46.1,9676116
09676117,Collenberg,46.6,46.5,46.1,9676117
09676118,Dorfprozelten,46.6,46.2,46.1,9676118
09676119,Eichenbühl,46.2,46.1,46.3,9676119
09676121,Elsenfeld.M,44,43.9,43.7,9676121
09676122,Erlenbacha.Main.St,44.5,44.3,44.1,9676122
09676123,Eschau.M,45.2,45.2,45.2,9676123
09676124,Faulbach,46.1,46.1,46.2,9676124
09676125,Großheubach.M,46,45.7,45.6,9676125
09676126,Großwallstadt,44.5,44.3,44.2,9676126
09676128,Hausen,43.9,43.6,43.3,9676128
09676131,Kirchzell.M,47.3,47.1,46.8,9676131
09676132,Kleinheubach.M,43.7,43.7,43,9676132
09676133,Kleinwallstadt.M,45.5,45.2,44.8,9676133
09676134,Klingenberga.Main.St,45,45,45,9676134
09676135,Laudenbach,44,43.5,43.6,9676135
09676136,Leidersbach,44.3,44.1,43.9,9676136
09676139,Miltenberg.St,46.4,46.3,46,9676139
09676140,Mömlingen,44.7,44.3,44.3,9676140
09676141,Mönchberg.M,46,45.6,45.3,9676141
09676143,Neunkirchen,44.9,45.2,45,9676143
09676144,Niedernberg,44.4,44.1,43.7,9676144
09676145,Obernburga.Main.St,44.7,44.7,44.5,9676145
09676151,Röllbach,43.3,43.7,43.5,9676151
09676153,Rüdenau,48.7,48.4,48.8,9676153
09676156,Schneeberg.M,44.6,43.9,43.8,9676156
09676158,Stadtprozelten.St,45.1,45.2,45,9676158
09676160,Sulzbacha.Main.M,44.2,43.9,43.9,9676160
09676165,Weilbach.M,46.2,46.1,46.1,9676165
09676169,Wörtha.Main.St,45.4,45.4,44.6,9676169
09677114,Arnstein.St,45.3,45.3,45.1,9677114
09677116,Aurai.Sinngrund,46.2,46,45.6,9677116
09677119,Birkenfeld,43.8,44,43.7,9677119
09677120,Bischbrunn,45,44.3,44.4,9677120
09677122,Burgsinn.M,46.6,46.5,46.7,9677122
09677125,Erlenbachb.Marktheidenfeld,44.9,45.2,45.4,9677125
09677126,Esselbach,46.2,46.2,45.8,9677126
09677127,Eußenheim,46.2,46.4,46,9677127
09677128,Fellen,44.8,44.1,44.2,9677128
09677129,Frammersbach.M,46.8,46.8,46.4,9677129
09677131,Gemündena.Main.St,47.3,47.2,46.8,9677131
09677132,Gössenheim,47.7,47.5,47.4,9677132
09677133,Gräfendorf,47.1,46.7,46.1,9677133
09677135,Hafenlohr,47.3,47.6,47.2,9677135
09677137,Hasloch,45.2,45.1,45.1,9677137
09677142,Himmelstadt,46.9,46.6,46.5,9677142
09677146,Karbach.M,42.9,43,43.3,9677146
09677148,Karlstadt.St,45.7,45.4,45.1,9677148
09677149,Karsbach,46.3,46.1,45.5,9677149
09677151,Kreuzwertheim.M,46.8,46.9,46.5,9677151
09677154,Triefenstein.M,44.5,44.3,44.1,9677154
09677155,Lohra.Main.St,47.4,47,46.8,9677155
09677157,Marktheidenfeld.St,46.9,47.1,46.7,9677157
09677159,Mittelsinn,46.4,46.1,46.1,9677159
09677164,Neuendorf,48.4,48.1,47.6,9677164
09677165,Neuhütten,47.2,46.8,45.9,9677165
09677166,Neustadta.Main,49.9,49.8,48.8,9677166
09677169,Obersinn.M,48.1,48.4,48.5,9677169
09677170,Partenstein,46.5,46.6,46.1,9677170
09677172,Rechtenbach,46.6,46.3,45.9,9677172
09677175,Retzstadt,44,43.9,43.8,9677175
09677177,Rieneck.St,47.5,47.4,46.5,9677177
09677178,Roden,45,44.9,45.1,9677178
09677181,Rothenfels.St,46.9,46.1,45.7,9677181
09677182,Schollbrunn,46.7,46.3,46.2,9677182
09677186,Steinfeld,46.1,45.6,45.4,9677186
09677189,Thüngen.M,45,45.1,44.9,9677189
09677193,Urspringen,43.7,43.7,43.7,9677193
09677200,Wiesthal,47.7,47,47.1,9677200
09677203,Zellingen.M,46.3,46.3,46.2,9677203
09678115,Bergrheinfeld,44.3,44.2,43.9,9678115
09678122,Dingolshausen,43.3,43.7,43.5,9678122
09678123,Dittelbrunn,46.5,46.6,46.6,9678123
09678124,Donnersdorf,43.6,43.4,43.2,9678124
09678128,Euerbach,45.2,45.3,45.2,9678128
09678130,Frankenwinheim,43.2,43.1,42.6,9678130
09678132,Geldersheim,43.7,42.6,42.1,9678132
09678134,Gerolzhofen.St,46.3,46.1,45.7,9678134
09678135,Gochsheim,45.7,45.4,45.4,9678135
09678136,Grafenrheinfeld,45.7,45.5,45.6,9678136
09678138,Grettstadt,43.4,43.5,43.4,9678138
09678150,Kolitzheim,44.2,44.2,44.2,9678150
09678153,Lülsfeld,44.2,43.6,44.2,9678153
09678157,Michelaui.Steigerwald,46.1,46.1,45.6,9678157
09678160,Niederwerrn,44.1,44.5,45.2,9678160
09678164,Oberschwarzach.M,45.3,44.9,44.6,9678164
09678168,Poppenhausen,44.2,44.1,44,9678168
09678170,Röthlein,46.1,45.8,45.6,9678170
09678174,Schonungen,46.1,46,45.5,9678174
09678175,Schwanfeld,45.5,45.2,45.3,9678175
09678176,Schwebheim,46.5,46.3,46.5,9678176
09678178,Sennfeld,44.2,43.8,43.7,9678178
09678181,Stadtlauringen.M,45.9,46,46.1,9678181
09678183,Sulzheim,43.8,43.9,44.1,9678183
09678186,Üchtelhausen,46.1,46.3,46.1,9678186
09678190,Waigolshausen,45.7,45.4,45.2,9678190
09678192,Wasserlosen,44.6,44.4,44.1,9678192
09678193,Werneck.M,46,45.9,45.7,9678193
09678196,Wipfeld,45.1,45.1,44.9,9678196
09679114,Aub.St,46.9,46.3,45.8,9679114
09679117,Bergtheim,42.9,42.4,42.2,9679117
09679118,Bieberehren,45.7,45.1,44.5,9679118
09679122,Bütthard.M,45.8,45.7,46.2,9679122
09679124,Eibelstadt.St,46.7,46.6,46.2,9679124
09679126,Eisingen,44.4,44.3,43.9,9679126
09679128,Erlabrunn,43.5,43.5,43.5,9679128
09679130,Estenfeld,44.8,44.5,44.5,9679130
09679131,Frickenhausena.Main.M,46.6,46.5,46.3,9679131
09679134,Gaukönigshofen,44.3,44.2,44,9679134
09679135,Gelchsheim.M,44.4,44.5,44.4,9679135
09679136,Gerbrunn,42.9,42.8,43,9679136
09679137,Geroldshausen,43.5,43.1,43.4,9679137
09679138,Giebelstadt.M,43.5,43.1,42.9,9679138
09679141,Greußenheim,45,45,44.6,9679141
09679142,Güntersleben,43.7,43.1,42.6,9679142
09679143,Hausenb.Würzburg,43.2,43.1,42.7,9679143
09679144,Helmstadt.M,44.2,44,43.8,9679144
09679146,Hettstadt,45,45,44.8,9679146
09679147,Höchberg.M,46,46,46.3,9679147
09679149,Holzkirchen,47,47.1,46.7,9679149
09679153,Kirchheim,44.9,45.3,45.5,9679153
09679154,Kist,46.2,45.7,45.1,9679154
09679155,Kleinrinderfeld,45.1,44.9,44.8,9679155
09679156,Kürnach,43.3,42.8,42.3,9679156
09679161,Margetshöchheim,47.8,48,48.1,9679161
09679164,Neubrunn.M,44.8,44.9,45.1,9679164
09679165,Altertheim,44.3,44,43.9,9679165
09679167,Eisenheim.M,44.9,44.3,44,9679167
09679169,Oberpleichfeld,43.3,42.5,42.2,9679169
09679170,Ochsenfurt.St,45.4,45.3,45.2,9679170
09679174,Prosselsheim,43.3,43.1,43,9679174
09679175,Randersacker.M,45.9,46.3,46.2,9679175
09679176,Reichenberg.M,44.9,45.1,44.9,9679176
09679177,Remlingen.M,46.5,46.2,46.4,9679177
09679179,Riedenheim,46.7,46.6,46.5,9679179
09679180,Rimpar.M,44.9,44.9,44.8,9679180
09679182,Röttingen.St,46.9,47,47.6,9679182
09679185,Rottendorf,44.4,44.4,44.3,9679185
09679187,Sommerhausen.M,45.2,45,44.2,9679187
09679188,Sonderhofen,43.5,43.6,42.8,9679188
09679192,Tauberrettersheim,44,44.1,43.9,9679192
09679193,Theilheim,43.4,43.5,43.5,9679193
09679194,Thüngersheim,45.8,45.9,45.8,9679194
09679196,Uettingen,43.8,43.5,42.8,9679196
09679200,Leinach,44.8,44.4,44.3,9679200
09679201,Unterpleichfeld,42.6,42.6,42.6,9679201
09679202,Veitshöchheim,46.8,46.5,46.3,9679202
09679204,Waldbrunn,43.2,43.4,43.3,9679204
09679205,Waldbüttelbrunn,44.8,44.6,44.6,9679205
09679206,Winterhausen.M,46.9,47.3,46.7,9679206
09679209,Zella.Main.M,44.7,44.5,44.6,9679209
09771111,Adelzhausen,41,41.1,40.8,9771111
09771112,Affing,43,42.7,42.6,9771112
09771113,Aichach.St,43.8,43.7,43.5,9771113
09771114,Aindling.M,43.7,43.7,43.6,9771114
09771122,Dasing,42.9,42.7,42.6,9771122
09771129,Eurasburg,41.6,42.5,42.3,9771129
09771130,Friedberg.St,45.8,45.7,45.6,9771130
09771140,Hollenbach,42.7,42.7,42.8,9771140
09771141,Inchenhofen.M,40.9,40.8,40.6,9771141
09771142,Kissing,44,43.8,43.8,9771142
09771144,Kühbach.M,43.1,42.7,42.5,9771144
09771145,Merching,42.1,41.9,41.7,9771145
09771146,Mering.M,43.3,43.1,43.2,9771146
09771149,Obergriesbach,44.7,44.7,44.6,9771149
09771155,Petersdorf,45.1,44.9,44.5,9771155
09771156,Pöttmes.M,42.6,42.4,42.3,9771156
09771158,Rehling,42.6,42.2,41.8,9771158
09771160,Ried,42.5,42.2,42,9771160
09771162,Schiltberg,42.3,42.7,42.6,9771162
09771163,Schmiechen,41.5,40.6,40.3,9771163
09771165,Sielenbach,39.6,39.7,39.4,9771165
09771168,Steindorf,44.7,44.6,44.8,9771168
09771169,Todtenweis,43.6,43.2,43.4,9771169
09771176,Baar(Schwaben),42.5,42.8,42.7,9771176
09772111,Adelsried,43.9,43.9,43.9,9772111
09772114,Allmannshofen,42,42.6,42.7,9772114
09772115,Altenmünster,43.1,43.1,43.2,9772115
09772117,Aystetten,46,46.4,46,9772117
09772121,Biberbach.M,43.7,43.6,43.5,9772121
09772125,Bobingen.St,44.2,44.2,44.1,9772125
09772126,Bonstetten,42.4,43,43.8,9772126
09772130,Diedorf.M,45.1,45.2,45.1,9772130
09772131,Dinkelscherben.M,44.5,44.4,44.4,9772131
09772134,Ehingen,40.5,40.5,41.6,9772134
09772136,Ellgau,40.5,40.2,40.1,9772136
09772137,Emersacker,42.4,42.6,42.7,9772137
09772141,Fischach.M,43,43.1,43.1,9772141
09772145,Gablingen,44.4,44,44,9772145
09772147,Gersthofen.St,43.4,43.3,43.1,9772147
09772148,Gessertshausen,44.8,45,44.8,9772148
09772149,Graben,41.3,40.9,40.7,9772149
09772151,Großaitingen,44.1,44,43.8,9772151
09772156,Heretsried,45.1,44.7,44.8,9772156
09772157,Hiltenfingen,41.5,41.8,42.9,9772157
09772159,Horgau,43.7,43.4,43.4,9772159
09772160,Kleinaitingen,42.5,42.2,41.5,9772160
09772162,Klosterlechfeld,43.7,43.4,43.3,9772162
09772163,Königsbrunn.St,45,44.8,44.5,9772163
09772166,Kühlenthal,43.6,43.4,43.4,9772166
09772167,Kutzenhausen,43.6,43.2,43.3,9772167
09772168,Langenneufnach,42.9,42.7,42.3,9772168
09772170,Langerringen,42.3,42.3,42.4,9772170
09772171,Langweida.Lech,42.6,42.7,42.6,9772171
09772177,Meitingen.M,43.7,43.8,43.8,9772177
09772178,Mickhausen,42.7,42.2,42.1,9772178
09772179,Mittelneufnach,44.2,44,43.4,9772179
09772184,Neusäß.St,46.1,46.1,46.1,9772184
09772185,Nordendorf,43,43,43,9772185
09772186,Oberottmarshausen,42.7,42,42.4,9772186
09772197,Scherstetten,43.9,44.3,43.7,9772197
09772200,Schwabmünchen.St,43.9,43.8,43.9,9772200
09772202,Stadtbergen.St,45.1,45.2,45,9772202
09772207,Thierhaupten.M,42.1,42,42,9772207
09772209,Untermeitingen,43.1,43.3,43,9772209
09772211,Ustersbach,41.6,41.5,40.8,9772211
09772214,Walkertshofen,42.8,43,43.3,9772214
09772215,Wehringen,44,43.7,43.4,9772215
09772216,Welden.M,44.6,44.3,44.3,9772216
09772217,Westendorf,40.9,41.4,41.1,9772217
09772223,Zusmarshausen.M,43.8,43.6,43.6,9772223
09773111,Aislingen.M,44.6,44.5,44.2,9773111
09773112,Bachhagel,44.8,45,44.8,9773112
09773113,Bächingena.d.Brenz,44.6,44.2,44.5,9773113
09773116,Binswangen,44.6,44.8,44.3,9773116
09773117,Bissingen.M,43.8,43.9,43.8,9773117
09773119,Blindheim,44.4,44.5,44.6,9773119
09773122,Buttenwiesen,42.5,42.3,42.1,9773122
09773125,Dillingena.d.Donau.GKSt,44,43.9,43.9,9773125
09773133,Glött,45.3,45.4,45.3,9773133
09773136,Gundelfingena.d.Donau.St,44.1,44.1,43.9,9773136
09773137,Haunsheim,44.5,44.5,44.4,9773137
09773139,Höchstädta.d.Donau.St,43.3,43.6,43.4,9773139
09773140,Holzheim,44.1,44,43.8,9773140
09773143,Laugna,43.9,43.7,43.5,9773143
09773144,Lauingen(Donau).St,44.5,44.4,44.2,9773144
09773146,Lutzingen,45.4,45,44.6,9773146
09773147,Mödingen,43.6,43.8,44.2,9773147
09773150,Finningen,42.7,42.8,42.6,9773150
09773153,Medlingen,44,44.1,43.6,9773153
09773164,Schwenningen,44.9,44.4,44.3,9773164
09773170,Syrgenstein,45.1,45.1,45.2,9773170
09773179,Villenbach,42.8,42.1,42.2,9773179
09773182,Wertingen.St,43.7,43.6,43.6,9773182
09773183,Wittislingen.M,45.2,45.2,44.8,9773183
09773186,Ziertheim,45.7,45.6,45.7,9773186
09773187,Zöschingen,46.1,46.4,45.5,9773187
09773188,Zusamaltheim,43.3,43.3,42.7,9773188
09774111,Aletshausen,42.8,42.7,42.7,9774111
09774115,Balzhausen,42.2,42.1,41.9,9774115
09774116,Ursberg,46.8,46.5,46.3,9774116
09774117,Breitenthal,44.6,44.3,44.2,9774117
09774118,Bubesheim,42.5,42.5,42.5,9774118
09774119,Bibertal,43.3,43.3,43.2,9774119
09774121,Burgau.St,43.7,43.4,43.5,9774121
09774122,Burtenbach.M,44.5,44.1,43.9,9774122
09774124,Deisenhausen,44.8,44.4,44,9774124
09774127,Dürrlauingen,42.5,42.9,42.8,9774127
09774129,Ebershausen,43.6,43.3,42.6,9774129
09774133,Ellzee,43,43.6,43.4,9774133
09774135,Günzburg.GKSt,44.3,44.2,44.1,9774135
09774136,Gundremmingen,43.1,43.3,43.5,9774136
09774140,Haldenwang,41.8,42.1,41.7,9774140
09774143,Ichenhausen.St,42.9,42.6,42.6,9774143
09774144,Jettingen-Scheppach.M,43.3,43.2,43.1,9774144
09774145,Kammeltal,43.8,43.6,43.7,9774145
09774148,Kötz,44.3,44.3,44.3,9774148
09774150,Krumbach(Schwaben).St,43.8,43.9,44,9774150
09774151,Landensberg,44.1,43.2,42.8,9774151
09774155,Leipheim.St,41.8,41.5,41.4,9774155
09774160,Münsterhausen.M,42.7,42.8,42.6,9774160
09774162,Neuburga.d.Kammel.M,44.2,44.1,44,9774162
09774166,Aichen,43.9,44,43.9,9774166
09774171,Offingen.M,44,43.7,43.8,9774171
09774174,Rettenbach,43.9,44.1,43.8,9774174
09774178,Röfingen,44.7,44.5,44.6,9774178
09774185,Thannhausen.St,44,44,43.9,9774185
09774189,Wiesenbach,43.5,43.3,43.1,9774189
09774191,Waldstetten.M,43.5,43.4,42.8,9774191
09774192,Waltenhausen,41.7,41.4,41.3,9774192
09774196,Winterbach,42.2,42.3,42,9774196
09774198,Ziemetshausen.M,42,41.9,42,9774198
09775111,Altenstadt.M,44.4,44.1,43.2,9775111
09775115,Bellenberg,45.7,45.4,45.3,9775115
09775118,Buch.M,43.2,43,42.7,9775118
09775126,Holzheim,43.8,43.7,43.7,9775126
09775129,Illertissen.St,44.1,44,43.9,9775129
09775132,Kellmünza.d.Iller.M,43.3,43.6,43.6,9775132
09775134,Nersingen,44,43.7,43.6,9775134
09775135,Neu-Ulm.GKSt,42.4,42.3,42.4,9775135
09775139,Elchingen,45.4,45.1,45.2,9775139
09775141,Oberroth,40.6,40.8,40.3,9775141
09775142,Osterberg,42.6,43.1,42.4,9775142
09775143,Pfaffenhofena.d.Roth.M,44,44.1,43.8,9775143
09775149,Roggenburg,42.6,42.4,42.5,9775149
09775152,Senden.St,44.7,44.7,44.7,9775152
09775161,Unterroth,41.8,42.1,42.1,9775161
09775162,Vöhringen.St,44.2,44.3,44.3,9775162
09775164,Weißenhorn.St,44.2,44.3,44.2,9775164
09776111,Bodolz,47.1,46.6,46.4,9776111
09776112,Gestratz,43.9,43.6,43.2,9776112
09776113,Grünenbach,41.9,41.7,42.1,9776113
09776114,Heimenkirch.M,44.2,44,43.7,9776114
09776115,Hergensweiler,42.9,42.8,42.8,9776115
09776116,Lindau(Bodensee).GKSt,46.6,46.4,46.2,9776116
09776117,Lindenbergi.Allgäu.St,45.4,45.4,45,9776117
09776118,Maierhöfen,45.2,44.9,44.9,9776118
09776120,Nonnenhorn,47.8,47.7,47.7,9776120
09776121,Oberreute,46.2,45.9,45.7,9776121
09776122,Opfenbach,43,43.2,43.3,9776122
09776124,Röthenbach(Allgäu),42.4,42.4,42.7,9776124
09776125,Scheidegg.M,46.6,46.2,46.3,9776125
09776126,Sigmarszell,43.2,42.8,42.7,9776126
09776127,Stiefenhofen,42,41.8,41.9,9776127
09776128,Wasserburg(Bodensee),48.6,48.1,47.8,9776128
09776129,Weiler-Simmerberg.M,43.9,43.7,43.5,9776129
09776130,Weißensberg,45.1,45.1,45.1,9776130
09776131,Hergatz,43.6,43.8,43.6,9776131
09777111,Aitrang,44,43.6,43.6,9777111
09777112,Biessenhofen,44.9,44.9,44.8,9777112
09777114,Baisweil,43.3,43.6,43.3,9777114
09777118,Bidingen,41.9,42,41.8,9777118
09777121,Buchloe.St,43.2,43.2,42.9,9777121
09777124,Eggenthal,42.6,42.7,42.4,9777124
09777125,Eisenberg,42.6,42.9,42.7,9777125
09777128,Friesenried,43.3,43.6,43.8,9777128
09777129,Füssen.St,46.9,46.5,46.3,9777129
09777130,Germaringen,43.4,43,42.8,9777130
09777131,Görisried,42.9,42.6,42.2,9777131
09777135,Hopferau,42,41.7,41.5,9777135
09777138,Günzach,42.4,42.1,41.9,9777138
09777139,Irsee.M,44.2,44.1,44.2,9777139
09777140,Jengen,42.7,42.6,42.9,9777140
09777141,Kaltental.M,43.2,43.2,43.3,9777141
09777144,Kraftisried,40.4,41,41.3,9777144
09777145,Lamerdingen,41.4,41.6,41,9777145
09777147,LechbruckamSee,47.2,47.3,47.1,9777147
09777149,Lengenwang,41.6,41.9,41.8,9777149
09777151,Marktoberdorf.St,44.4,44.3,44.4,9777151
09777152,Mauerstetten,44.6,44.3,44.1,9777152
09777153,Nesselwang.M,44.8,44.5,44.8,9777153
09777154,Obergünzburg.M,44.5,44.6,44.4,9777154
09777155,Oberostendorf,43.3,43.1,43.2,9777155
09777157,Osterzell,44.3,44.4,44.2,9777157
09777158,Pforzen,41.7,41.9,41.4,9777158
09777159,Pfronten,46.1,45.8,45.4,9777159
09777163,RiedenamForggensee,44.2,43.9,43.7,9777163
09777164,Rieden,42.9,43,43.5,9777164
09777165,Ronsberg.M,44.8,44.5,44.5,9777165
09777166,Roßhaupten,44.9,44,44.1,9777166
09777167,Ruderatshofen,44.3,44,43.4,9777167
09777168,Rückholz,42.6,42.5,42.8,9777168
09777169,Schwangau,46.2,46.2,46.1,9777169
09777170,Seeg,42.3,42.2,42.1,9777170
09777171,Stöttena.Auerberg,42.8,43,43.1,9777171
09777172,Stöttwang,42.8,43.2,43.5,9777172
09777173,Halblech,46.4,46.1,46.1,9777173
09777175,Unterthingau.M,43.1,42.8,42.3,9777175
09777176,Untrasried,41.7,41.9,41.8,9777176
09777177,Waal.M,44.4,44.3,44.3,9777177
09777179,Wald,42,41.7,42,9777179
09777182,Westendorf,42.9,43,42.7,9777182
09777183,Rettenbacha.Auerberg,40.9,41.8,41.7,9777183
09778111,Amberg,43.1,42.6,42.2,9778111
09778113,Apfeltrach,42.5,42.5,42.1,9778113
09778115,Babenhausen.M,43.5,43.4,43,9778115
09778116,BadWörishofen.St,50,50,50.1,9778116
09778118,Benningen,44.2,44.5,44.2,9778118
09778119,Böhen,40.8,41.3,41.6,9778119
09778120,Boos,43.5,43.6,43.8,9778120
09778121,Breitenbrunn,43.1,43,42.9,9778121
09778123,Buxheim,46.3,45.7,45.6,9778123
09778127,Dirlewang.M,42.3,42.3,42,9778127
09778130,Egga.d.Günz,42.3,42.6,43.4,9778130
09778134,Eppishausen,43.7,43.5,43.6,9778134
09778136,Erkheim.M,43.1,42.9,42.9,9778136
09778137,Ettringen,42.6,42.2,42.2,9778137
09778139,Fellheim,45.8,45.7,45.3,9778139
09778144,BadGrönenbach.M,43.8,43.9,43.6,9778144
09778149,Hawangen,42.6,41.7,41.1,9778149
09778150,Heimertingen,42.5,42.4,42.8,9778150
09778151,Holzgünz,40.9,41.2,41.6,9778151
09778157,Kirchhaslach,41.5,41.3,41.8,9778157
09778158,Kirchheimi.Schw..M,43.4,43.5,43.3,9778158
09778161,Kronburg,44.6,44.3,43.9,9778161
09778162,Lachen,42.1,41.6,41.7,9778162
09778163,Lauben,44.2,43.9,43.7,9778163
09778164,Lautrach,45.1,45,45.4,9778164
09778165,Legau.M,42.9,42.9,43.2,9778165
09778168,MarktRettenbach.M,43.3,43.2,42.8,9778168
09778169,MarktWald.M,45.2,44.9,44.8,9778169
09778171,Memmingerberg,42,41.7,41.6,9778171
09778173,Mindelheim.St,43.5,43.4,43.4,9778173
09778177,Niederrieden,42.5,43,42.7,9778177
09778180,Kammlach,44.2,44.3,44.1,9778180
09778183,Oberrieden,42.9,42.6,42.1,9778183
09778184,Oberschönegg,41.5,41.5,41.3,9778184
09778186,Ottobeuren.M,45.9,45.7,45.5,9778186
09778187,Pfaffenhausen.M,43.6,43,43.2,9778187
09778188,Pleß,41.7,41.9,42.2,9778188
09778190,Salgen,42.6,42.4,41.7,9778190
09778196,Sontheim,42,42.1,41.9,9778196
09778199,Stetten,42.9,42.8,42.7,9778199
09778202,Trunkelsberg,46.3,45.9,45.6,9778202
09778203,Türkheim.M,44.8,44.7,44.7,9778203
09778204,Tussenhausen.M,42.7,42.6,42.7,9778204
09778205,Ungerhausen,42.5,42.5,42.2,9778205
09778207,Unteregg,43.8,43.5,43.5,9778207
09778209,Rammingen,42.8,42.9,42.7,9778209
09778214,Westerheim,41.6,41.4,41.4,9778214
09778216,Wiedergeltingen,43.2,42.8,43.1,9778216
09778217,Winterrieden,42.4,42.1,42.5,9778217
09778218,Wolfertschwenden,44.5,43.8,43.4,9778218
09778219,Woringen,40.6,40.5,40.5,9778219
09778221,Kettershausen,43.1,43.4,43,9778221
09779111,Alerheim,43.8,43.8,43.7,9779111
09779112,Amerdingen,44,44.8,44.3,9779112
09779115,Asbach-Bäumenheim,42.9,42.8,42.8,9779115
09779117,Auhausen,45.4,44.6,45.1,9779117
09779126,Buchdorf,42.3,42.3,42.4,9779126
09779129,Daiting,43.5,43.8,43.7,9779129
09779130,Deiningen,43,42.5,42.1,9779130
09779131,Donauwörth.GKSt,44.1,44,43.4,9779131
09779136,Ederheim,43.1,43,42.7,9779136
09779138,Ehingena.Ries,43.6,43.4,42.5,9779138
09779146,Forheim,46.4,45.6,45,9779146
09779147,Fremdingen,43.5,43.6,43.4,9779147
09779148,Fünfstetten,45.3,45.1,44.9,9779148
09779149,Genderkingen,44.1,44.1,43.7,9779149
09779154,Hainsfarth,45.4,45.5,45.1,9779154
09779155,Harburg(Schwaben).St,45.2,45.3,45.3,9779155
09779162,Hohenaltheim,46.9,46.6,46.4,9779162
09779163,Holzheim,43.5,43.5,42.7,9779163
09779167,Huisheim,43.5,43.8,43.5,9779167
09779169,Kaisheim.M,44,43.9,43.8,9779169
09779176,Maihingen,42.7,42.2,42.2,9779176
09779177,Marktoffingen,43.1,43,42.8,9779177
09779178,Marxheim,44.9,44.9,45.2,9779178
09779180,Megesheim,42.6,42.8,42.5,9779180
09779181,Mertingen,42.9,42.6,42.4,9779181
09779184,Mönchsdeggingen,46.2,45.5,46.2,9779184
09779185,Möttingen,42.8,42.8,42.9,9779185
09779186,Monheim.St,43.5,43.7,43.5,9779186
09779187,Münster,41.9,41.6,41.5,9779187
09779188,Munningen,44.5,44.1,43.7,9779188
09779192,Niederschönenfeld,40.4,39.7,39.9,9779192
09779194,Nördlingen.GKSt,44,44,43.9,9779194
09779196,Oberndorfa.Lech,42,42.1,42,9779196
09779197,Oettingeni.Bay..St,44.3,44.3,44.2,9779197
09779198,Otting,42.1,41.4,41,9779198
09779201,Rain.St,43.9,43.9,43.6,9779201
09779203,Reimlingen,44.9,44.5,44.7,9779203
09779206,Rögling,46.9,46.5,46,9779206
09779217,Tagmersheim,43.1,42.9,42.5,9779217
09779218,Tapfheim,45.2,45.5,45,9779218
09779224,Wallerstein.M,43.1,42.6,42.7,9779224
09779226,Wechingen,44.4,44,43.9,9779226
09779228,Wemding.St,44.9,44.7,44.3,9779228
09779231,Wolferstadt,41.9,41.5,41.2,9779231
09780112,Altusried.M,43.6,43.6,43.6,9780112
09780113,Balderschwang,44.2,43.9,44.6,9780113
09780114,Betzigau,42.9,43,43,9780114
09780115,Blaichach,45.7,45.3,45.1,9780115
09780116,Bolsterlang,42.8,43,43.3,9780116
09780117,Buchenberg.M,45.4,45,45,9780117
09780118,Burgbergi.Allgäu,44.9,44.4,44.2,9780118
09780119,Dietmannsried.M,44.2,44,43.9,9780119
09780120,Durach,45.3,45.1,45.1,9780120
09780121,Fischeni.Allgäu,45.8,45.5,45.6,9780121
09780122,Haldenwang,44.5,44.5,44.7,9780122
09780123,BadHindelang.M,45.9,45.8,45.6,9780123
09780124,Immenstadti.Allgäu.St,46,45.9,45.8,9780124
09780125,Lauben,45.2,45.6,45.2,9780125
09780127,Missen-Wilhams,44,44.2,43.8,9780127
09780128,Oy-Mittelberg,44.7,44.4,44.1,9780128
09780131,Obermaiselstein,44.9,44.6,45.1,9780131
09780132,Oberstaufen.M,47.9,47.6,47.3,9780132
09780133,Oberstdorf.M,49,48.6,48.3,9780133
09780134,Ofterschwang,44.6,44.5,44.3,9780134
09780137,Rettenberg,42,41.9,41.6,9780137
09780139,Sonthofen.St,47.7,47.4,47.5,9780139
09780140,Sulzberg.M,44.3,44.3,44.1,9780140
09780143,Waltenhofen,44,44,44.1,9780143
09780144,Weitnau.M,44,44.2,44.2,9780144
09780145,Wertach.M,43.3,43.3,43.4,9780145
09780146,Wiggensbach.M,43.9,43.4,43.2,9780146
